mse,mae,rmse,rse,mape,wape,smape,mse_in_range,config,dataset,run,note
0.0018612861259236157,0.01629220950819512,0.0431426253944242,0.09283127128046546,0.30898690840100734,0.14740836579553598,28.78400350387408,0.0013384433696046472,no_xgboost,ABILENE,2,
0.0026428318353323467,0.01737430928075058,0.05140848018889828,0.13181070639133738,0.3103876471177018,0.1571989690295471,28.8563076460699,0.001121007138863206,no_lightgbm_res,ABILENE,2,
0.001858091646394325,0.016293751522216224,0.04310558718303609,0.09267194725625812,0.3090556635941822,0.14742231760279517,28.782398937511232,0.0013338607968762517,global_only,ABILENE,2,
0.001858090928057861,0.016293747714507277,0.04310557885074577,0.09267191142937141,0.3090555588881686,0.14742228315147332,28.782398774608463,0.001333860564045608,perflow_only,ABILENE,2,
0.001865982371836307,0.01648249568481855,0.04319701808963562,0.09306549560108382,0.2907518284650782,0.14913003370776304,28.362971191403748,0.0011992627987638116,static_average,ABILENE,2,
0.001862231741751269,0.016296186973325667,0.0431535831855394,0.09287843367973411,0.3093581949476855,0.1474443530343821,28.019330536608418,0.0013392146211117506,best_single_val,ABILENE,2,lightgbm_res
0.0018505071659898913,0.0164298904338031,0.04301752161607978,0.09229367282110323,0.3074197731507568,0.14865407284557608,28.57213273369515,0.0012204968370497227,context_gate,ABILENE,2,
0.0018467847495085993,0.016289820911965052,0.0429742335534748,0.09210801804756742,0.3046267063236062,0.14738675429670015,28.751401601150363,0.0013131465530022979,full,ABILENE,3,
0.0018458450960430475,0.01629460261984397,0.04296329940825131,0.09206115301990973,0.30486147932330565,0.14743001814889822,28.49093064507631,0.0013105199905112386,no_stwaveformer,ABILENE,3,
0.0018596035564483312,0.016282857342920412,0.0431231209033893,0.09274735346620096,0.304667428440344,0.14732374943953463,28.788148313586596,0.001333543797954917,no_xgboost,ABILENE,3,
0.0026473629492684944,0.017351958617954497,0.051452531028788995,0.1320366947878288,0.30766080064401635,0.15699674509696382,28.790048362296496,0.0011184908216819167,no_lightgbm_res,ABILENE,3,
0.0018467847495085993,0.016289820911965052,0.0429742335534748,0.09210801804756742,0.3046267063236062,0.14738675429670015,28.751401601150363,0.0013131465530022979,global_only,ABILENE,3,
0.001846757390266984,0.016289749662252634,0.0429739152308349,0.092106653510893,0.30462678449747177,0.14738610964480897,28.7513435574498,0.0013131265295669436,perflow_only,ABILENE,3,
0.001864685669311635,0.01648347868587866,0.04318200631410767,0.0930008228233946,0.28958347380455546,0.1491389276874147,28.37867804375446,0.0011935960501432419,static_average,ABILENE,3,
0.0018608608223552763,0.01628776435072456,0.043137696071478784,0.0928100593505106,0.3050741283343983,0.14736814697818593,27.80886121716428,0.0013345495099201798,best_single_val,ABILENE,3,lightgbm_res
0.0018715101651379485,0.0164777583996154,0.04326095427909501,0.0933411931805263,0.30392743270138456,0.14908717178226716,28.575198434745896,0.0011995229870080948,context_gate,ABILENE,3,
0.0018430874297396533,0.016284409856733906,0.04293119413363264,0.09192361496751365,0.3051107650783994,0.14733779624663015,28.743831164165822,0.0013184644049033523,full,ABILENE,4,
0.0018411299679090222,0.016287853736403818,0.0429083904138692,0.09182598695229902,0.30526115884572225,0.14736895572035796,28.541025367205375,0.0013147878926247358,no_stwaveformer,ABILENE,4,
